spam,ভাইয়া আপনার ভিডিও টি দেখে খুব ভাল লাগল যারা ইউটিবে কাজ করে তাদের অনেক কাজে লাগবে প্লীজ  আমার চ্যানেল টি একটু ঘুরে দেখবেন আপনাকে অনেক ধন্যবাদ।
ham,ভাই এখানে কি যে কোন ভিডিও আপলোড করা যাবে কপিরাইট ধরবে কি
ham,ভাই একটা প্রোফাইল পেইজে কনভার্ট করেছি সেই পেইজে অন্য কাউকে এডমাইন করে কি তার ফ্রেন্ডলিষ্টের ফ্রেন্ড এই পেইজে এড করা যাবে???
ham,ভাই এ্যাড দেখায় না কেনো??
ham,তানভীর রা‌সেল ও আপ‌নি একরকম কথা বল‌তে‌ছেন কে আসল কে নকল ?
ham,ভাই মার্কেট প্লেস থেকে কিভাবে টাকা পেওনিয়ারে নিয়ে যাব? কষ্ট করে যদি বলেন খুশি হতাম
ham,আপনার এই ভিডিওটা অসাধারণ
ham,ভাই সবাই আপনারা টিউটোরিয়াল দেন কিন্তু এই ডলারগুলো কিভাবে টাকায় পরিবতন করা যাবে সেটা কেউ বলেন না   কেন ভাই!
spam,একটা সময় ছিল যখন affiliate marketing CPA marketing ছিল hot cake এবং earning ও হতো ভাল easily. এখন day by day competition যেমন বাড়ছে তেমনি earning ও কমছে। সেক্ষেত্রে Cryptocurrency world এখন ও baby stage এ আছে। এখানে huge earning scope আছে এবং সেটা সহজেই earn করা যায়। বিস্তারিত জানার জন্য আমার channel টা Subscribe করুন এবং follow করুন আমার video গুলো। আশা করি ভাল earn করতে পারবেন short time এ ।
ham,ভাই আমি অনেক সাইটে কাজ করি ওখানে পেপাল একাউন্টের জিমেল চাই কিন্তু আমার পেপাল নাই আমি কি জুম এর ইমেল দিতে পারব
spam,বালের ভিডিও।
spam,আরে মাদার চোদ। আন কিপেড মিটারে কিভাবে ইউস করবো?
spam,ভাই ভালো কিচু দিবেন এসব কি ফলত জিনিস দেন কোনো........আপনা ব্যবহার করসেন কয় দিন তাকে ভেরিফাই phone নম্বর
ham,আমার ল্যাপটপ টা হঠাৎ করে হস্পর্ট কানেক্ট হচ্ছে না কি করবো
ham,আমাদের যাদের কম্পিউটার আছে,তাদের জন্য উইন্ডোজ সেট আপ দিতে পারাটা একটি  ফরজ কাজ।কম্পিউটারের যেকোন সমস্যার শেষ চিকিৎসা হল উইন্ডোজ সেট আপ দেয়া।তাই বিষয়টা আমাদের ভালোভাবে শিখে রাখা উচিত।
spam,ইনভেস্ট করে আয় করার শতভাগ বিশ্বস্ত সাইট।যারা কয়েনবেজ ইউজ করেন তাদের জন্য একটা বিশাল সুযোগ।সাইটটি বাংলাদেশী না  জাপানের।তারা তিন বছর যাবৎ অনলাইনে পেমেন্ট দিয়ে আসতেছে। বিস্তারিত বলছি  ১৫০ডলার ইনভেস্ট করলে ২০ডলার প্রফিট (২দিনের জন্য)২০০ডলার প্রফিট ১দিনের জন্য প্রফিট৪০ডলার৩০০ডলার ইনভেস্ট ১দিনের জন্যে প্রফিট ৫০ ডলার ৫০০ ডলার ইনভেস্ট ১দিনের জন্যে প্রফিট ১০০ ডলার ।আপনার যেটা ইচ্ছে সেই এমাউন্ট ই ইনভেস্ট করতে পারেন। আমিও ইনভেস্ট করেছি।আর প্রফিট তারা সাথে সাথেই দিয়ে দেয়।আরো বিস্তারিত জানার জন্য আমার ইমো তে মেসেজ করতে পারেন।প্রথমে আমার ইমো নাম্বারটি কন্টাক্ট এ সেভ করুন,তাহলেই আমার ইমো তে অ্যাড হয়ে যাবেন।আমার ইমো নাম্বার কেও কল দিবেন না শুধু মেসেজ দিবেন। 01955021269﻿
spam,অার তোমার চ্যানেলটা অানসাবস্ক্রাইব করলাম।
ham,ভাইয়া? USA  Code আপনার ফোনে কিভাবে গেলো??? আমাকে একটু হেল্প করতে হবে প্লিজ।
spam,বাইনচোদের টাকা খাওয়ার ধান্দা  যারা যারা ইউ এস এর নাম্বার চান  এন্ড্রয়েড ও আইওএস ইউসাররা স্টোর থেকে Text Now ডাউনলোড করে নিন এতে আপনারা একটি ফ্রি ইউ এস এর নাম্বার পাবেন  ট্রিক্সটি উপকারে আসলে আমার চ্যানেল সাবস্ক্রাইব করতে পারেন
ham,ভাইয়া আমার বাংলাদেশের এড্রেস দেয়া পেনিয়ার কার্ড কি ভেরিফাই হবে?
ham,ভাই , ফাইবার এর আরো টিউটোরিয়াল চাই। বিস্তারিত !!! দিবেন কি না?? জানতে চাই। ধন্যবাদ।
ham,চোরের মন পুলিশ পুলিশ
ham,টাকা কিভাবে তুলবো, আপনার সাথে যোগাযোগ করা যাবে কি ? ঠিকানা বা অফিস কোথায় আশা করছি জানাবেন।
spam,হ্যালো গেস্ট আপনি সব ভাল আশা করি। আজ আমরা আপনাদের দেখাবো কিভাবে অনলাইন থেকে অর্থ উপার্জন করতে হয় একটি সহজ ডাটা এন্ট্রি জবস করছেন যে কোন সময় আপনি যে কোন সময় কিছু করতে পারেন ... যদি আপনি একজন চাকুরীধারী বা ছাত্র হন তবে এই ডাটা এন্ট্রি কাজটি আপনার জন্য নিখুঁত .. আমি আশা করি এই টিউটোরিয়ালটি আপনাকে এই সহজ ডাটা এন্ট্রি কাজগুলি থেকে বাড়ি থেকে অর্থ উপার্জন জানতে সাহায্য করবে। আমরা আপনাকে আমাদের সেরা ডেটা এন্ট্রি কাজের সফটওয়্যার প্রদান করব যা আপনাকে আপনার রোজগারের দ্বিগুণ বৃদ্ধি করতে সাহায্য করবে.এইটি পূর্ণ বাংলা ডেটা এন্ট্রি কাজ টিউটোরিয়ালটি আমাদের চ্যানেল সাবস্ক্রাইব করুন এবং যদি আপনি এই ভিডিওটি পছন্দ করেন তবে এটি ভাগ করুন। 
ham,ভাল টিউটোরিয়াল। সাউন্ডটা একটু কম শোনা যাচ্ছে আশা করি সামনে ঠিক করে নিবেন।
spam,রিভিউ কিনব কি ভাবে ?
spam,আর এক জনের ভিডিও চুরি করেন কেন? পারলে নিজে  কিছু করনে  এইটা সুমন ফকির ভাই র ভিডিও এখানে ওনার নামটা পর্য ন্ত রয়েছে "Md Suman Fakir" ভাইর চ্যানেল এর নাম Suman Fakir﻿
ham,ভাই আমি কোনো কাজ ফাইভারে ডেলিভারী দিব কিভাবে বাইয়ার কে & আমি কিভাবে বাইয়ার আমার টাকা পরিশোধ করবে প্লিজ এটা নিয়ে যদি একটু বলতেন অনেক ভালো হোতো ।
ham,আমি fiverr revenue card এর অপশনে ক্লিক করে একটা payoneer account খুলেছিলাম নিজের নামে।কিন্তু account approval করার সময় নিজের ভোটার id card এর online copy দেই।এখন দেখাচ্ছে Online copy দিলে হবে না। account আমার নামে আছে এখন বাবা অথবা মার id card দিয়ে কি approve করাতে পারবো?
ham,Fiverr থেকে bank এ টাকা আসতে কতদিন সময় লাগে?
ham,আচ্ছা ভাই ডাচবাংলা ডেবিট কার্ড এড করা যায় কি আর না গেলে আমি বাংলাদেশের কোন ব্যাংক থেকে মাস্টার কার্ড বানাবো?
ham,ভাই আপনার ভিডিওটা পরিস্কার বুঝা যাচ্ছে না। পেনিয়ওর কার্ড দিয়ে কোন এটিএম বুথ থেকে টাকা তোলা যায়। আপনার ডাটা এন্টি টিউটুরিয়াল দেখলাম ও ইটা  থেকে আয় করা যায় জানাবেন
ham,এই এই টুকু একটা ভিডিও বানাতে ১২ মিনিট লাগিয়ে দিলেন তাও ঠিক মত বুঝিয়ে বোলতে পারলেন না
ham,ফালতু একটা
ham,শালা পালতু
ham,বিরক্তিকর
spam,কিরে হোরের পুত ইমু শুদু মেয়েরা নি  কুকুরে বাচ্চা
spam,তোর বোন যদি মেসেজের রিপ্লে না দেয় তাহলে কি হবে
spam,তোমার ভোনের নাম্বার টা দিও।সালা তোরা হলি এক নাম্বার মাদারি
ham,সালা ফালতু
ham,আই ফোনে তো এভাবে নাম্বার দেখা যায় না
spam,একদম ফ্রি ইনকাম সুখবর সুখবর সুখবর ঘরে বসে আউটসোর্সিং করে মাসে ১০০০০-১৫০০০ টাকা ইনকাম করুন। বিনা ইনবেস্ট এসরকারি অনুমোদিত কম্পানি ২ বছর এ বিশ্ব রেকর্ড ২ কোটি মেম্বার।১০০% রিয়েল কম্পানি অনলাইন এ।দেরি না করে কাজ শুরু করুন
ham,এত বেসি কথা বলেন কেনো
spam,আবাল
spam,তর মারে দেখায় খানকির ছেলে
spam,মাদার চুদ  এ কথাটা তো দুই মিনিটের কাছ
spam,তোর বোনকে চুদি মাগির পুত
spam,ওরে বাল ফাটা  আমার মনের মানুষের নম্বরটা হারিয়ে ফেললাম
spam,ছাগলের তিন নাম্বার বাচ্চা
ham,সালা চাপা বাজ
ham,এত বেচান লা‌গে বেটা
spam,দুর সালা আবাল এটা সবাই জানে
spam,পাগলজে হইছেন বারিত জানেনি
spam,ছাগল
ham,শালার পুত তোর কি কোন কাম নাই একটু ভিডিও  বানাতে ১২ মিনিট লাগে
spam,সবাই আমার চ্যানেল সাবসক্রাইব করুন
ham,পালতু কতা
ham,তোমার কাজের চাইতে কথা বেশি
spam,ফালতু মাধারী ভালো কিছু দেখা
ham,ভাই ছেলেদের  নাম্বার  বের করবো কিভাবে  এটা তো মেয়েদের  নাম্বার  বের  করার কৌশল
spam,বালের ভিডিও আপলোড করছ
spam,ছাগলের বাচ্চা এইটা সবাই জানে
spam,এতো.কথা.কস.কেনো
ham,পাগল কিছু বুঝনা
ham,ভন্ডামুর আর জায়গা নাই
ham,আপনারা খুব সহজ ভাবে বুজানোর চেষ্টা করবেন
spam,আচোদা শালা বাল বানাইছে
ham,বেয়াদব হয় না কেন
spam,হাইওয়ান  পালতু  একটা ভিডিও   এগুলুরে লাথি মারা দরকার
spam,মাংগের এতো বাল এক কথা সামান্য একটু ভিডিও এতো সময়
ham,ভাই আগে তুই কথা বলা শিখ তারপর ভিডিও বানাইস
ham,ভাই কি ভাবে গুরুপ থেকে নাম্বার  নিতে পারি সেইটা বলেন
ham,সুনোন ভাল করিয়ে কথা বলা শিকোন
spam,শালা ফালতু
spam,পাগল হালা
ham,মাথা টা গেছে
spam,চুদানীর পো ফালতু কথা কছ ক্যা
spam,কিরে মাদারি তুই কি পাগল নাকি
spam,তোর মার সোনা বুঝাইছোত খানকিরপুত
ham,কি বললেন কিছুই বযতে পারলাম না
ham,কাজের কথা বাদে অকাজের কথা বেশি
spam,হালা বাটপারির আর জাগা পাও না চোদানীর পোলা
spam,হেড়া বানাইছে
spam,শালা পাগল নাকি
spam,আমি ইটালি থেকে ইমো নাম্বার ০০৩৯৩৫১০৩১৭৫৩২﻿
spam,১০০% ফেসবুক আই ডি ইমু ভাইবার হটস্এপ্স ফোন নম্বর হ্যাক করা হয়
spam,বাংলা ধর্ষণ দৃশ্য
spam,01780607487 আমাই ভালো মানুস কলকরবে ইমু সেক্স 500 টাকা ফোন সেক্স 300 টাকা
ham,গাধা
spam,কেমোন আছো 01780607487 আমাই ভালো মানুস কলকরবে ইমু
spam,বাইনচুদ সালা
ham,বোকা
spam,তুই কি ভাই পাগলা আছিস
spam,সালা তুই আমার সোনা বুঝোস
spam,ধুর সালা ফালতু
spam,তরে কি যে কইলে তুই শরম পাবি বুঝতে পারছি না তো
spam,হাই প্রবাসি ভাইয়েরা আমি "তাসমি আক্তার" টাকার বিনিময়ে ইমু সেক্স করি
spam,শালা পালতু
ham,আপনারা খুব সহজ ভাবে বুজানোর চেষ্টা করবেন
spam,বেয়াদব হয় না কেন
ham,কি বললেন কিছুই বযতে পারলাম না
spam,বাল বলস
ham,ফালতু
spam,হালারপো
ham,বলদ লাভ কি
spam,বোকা চুদা তুই শিখবি আমার কাছে
spam,তোর বোনের নম্বর পাওয়া যাবে
ham,কি বলিস
spam,তোর মাথা
spam,হাইওনের বাচ্চা ২ মিনিটে ভিডিও তুই ১২ মিনিট লাগাছ আবালে বাচ্চা
ham,এটা একেবারে ভুল
ham,কল তো যায়না বরং পাচ মিনিটের কাথা পেচাল পারলেন ১৮ মিনিট
spam,বালের app﻿
ham,ধন্যবাদ ভাই  Rafikul আপনার মুল্যবান  Comments এর জন্য
ham,apps টার নাম টা কি
ham,নাম টাই তো পাচ্ছি না
spam,কি কি আজে    বাজেভিডিও  দিচ্ছে
ham,ভাইয়া এ্যাপস টি ব্যবহার করতে পারি কিনা সেটা বলতে পারিনা তবে ভিডিওটি খুব ভালো লেগেছে
ham,অসাধারণ আশাকরি আপনার কাছ থেকে আরো হেলফ পাবো
ham,আমি অনেক try করছি হয় না
spam,01988352339 এটা আমার নাম্বার পারলে একটা কল দিয়েন
ham,ভালো  লাগে
ham,কথা টা এতো slow ken﻿
ham,আমি তো ভাল ভাবেই ব্যাবহার করেছিলাম
spam,sorry ভাই আমার fack বলাটা উচিৎ হয়নি হয়তো বা আমার মোবাইল এ চাপোট করছেনা যদিও আমি এট try করেছি
ham,কেডিট কার্ড লাগবে নাকি আর লিংকটা কোথায়
ham,ভাইয়া টিপচটি একটু লম্বা বুঝাটা জামেলা
ham,ফালতু হয় না
ham,ভাই এই এপটাতো আপনার লিংক থেকে ডাউলোড হচ্ছে না ভাই
ham,ধন্যবাদ কল করতে পারছি
spam,আমায় একটা ফোন দেন ০১৫৫৯০৭৯৪৫৩ আমি এই  apps টা ডাওনলোড করতে পাছিনা কিবাবে করবো একটু বলবেন কী এই নাম্বারে
spam,দুরু মিয়া এত্ত slow  কথা বলেন কেন
spam,ভাই আপনি এত কথা বললেন কেন
spam,ভাই ভিডিও টা অনেক ছোটো হয়ে গেছে আর একটু বড় করতে হতো
ham,ভাই এতো সময় লাগালেন কিন্তু কাজ হলো না $ চায় কেনো তার উপায় বলেন
ham,ভাইজান সবে বুঝতে পারলাম কিন্তু কলতো যায় না
ham,এতো কথা বলেরে ভাই জদি এটাদিয়ে কাজ হতো তাইলে একটু বালো লাগতো
spam,এই ধরণের বাটপারি বন্ধ করুন ক্রেডিট ছাড়া কল যায় না
spam,ধান্দা বাজ ধান্দার খেয়াল
ham,মিনিট কিবাভে কিনব
ham,কল তো যায় না বিষয় টা কি খুলে বলবেন
ham,মুবাইলে টাকা তাকলে হবে নাকি অন্য কোন উপাই আছে
ham,ভাই আপনি যেই লিংক দিছেন সে লিংকে গেলে not found লিখা আসে আর 4 শেয়ারেও এপটা পাচ্ছিনা আর কোনো উপায় আছে কি
ham,ভাই আপনার কথা মতো চেষ্টা করে দেখলাম কল তো যায় না
ham,ভাই ইমুতে কি রিংটোন গান সেপ করা যাবে ভাই বলেন তো
ham,fake call id appটা তো পাচ্ছি না দয়াকরে gmail পাঠিয়ে দিতেন
ham,ভাই ইমুতে কি রিংটোন পালটানো যাবে আপনার কাছে কনো লিংক আছে বলেন তো
spam,পালতুর গরের পালতু পুলা
ham,vai ami to parchi na যদি বলে দেন ভাল হত বাট পিন কট  নাম্বার টা  ভুল বলছে বার বার কেন প্রথমে কট কান ট্রি  কট  তার পর নাম্বার তার পরে যে পিন নাম্বার আসছে সেটা  পারছি না পিলিজ ভাই বলে দিন
ham,apps  টি কিভাবে পাব      Apps টি কাজ করবে তো
ham,ভাই কল জাই না কেনু মোবাইলে চলে ধন্যবাদ
ham,ভাই আউট অফ ডেট লিখা আসে কেন
spam,add দিয়েছি
spam,দুর মিয়া কল যায় না
ham,ভাই সৌদি আরব থেকে হইতেছে না কারন টা বলবেন কি
ham,ভাই কল তো যাই না
ham,ভাই এখানে তো মিনিট ছাড়া ফোন যায় না
spam,বালের ভিডিও আপলোড করস
spam,কাপড় খোলা সপটারে নাম কি বলতে পারেন
ham,ভাই দেশের বাহিরে হবে কি না
ham,পরে বলা কথা গোলো শুনে ভাল লাগছে
ham,ভাই আপনি বিডিওটি এত বড় করেছেন পুরা বিডিওটি দেখতে অনেক কস্ট লেগেছে পরের বিডিও আপলোড করলে একটু সহজ ভাবে বলবেন
ham,আপনি কথা পেছান বেশি
ham,ভাই বুল বুঝবেনা Sorry﻿
ham,ভাই টুরু কলার ললি  ছেট হচেছনা নামবর দিলেই আানেবেল বলছে মেন কথা হল ছায়িন আাপ হচেছ না
ham,truecaller software কি কম্পিউটারে ব্যবহার করা যাবে
ham,অপরিচিত নাম্বারর such করলে ঠিকানা আসেনা
ham,ভাই নাম্বার দিলে নাম আসেনা কেন  কি ভাবে আসবে নাম
ham,বিদেশে কি ভাবে করবো
ham,ভাই হচ্ছে নাতো
ham,একদম বাজে একটা এপ
ham,আপনার ফন নাম্বার টা পেতে পারি
spam,তাহোলে নাম্বার টা দেন
spam,কিরে adfy লাগাইছছ কে
spam,তোর মায়ের নাম আসে
ham,ভাই primo ব্যবহার করে কল দিলে কি করে দরা যায় দয়া করে যদি বলতেন ভাই আপনার সব বিডিও কার্যকরী  ফল পাচ্চি কিন্তু এই বিডিওটি এখনও পাইনি ভাই
ham,ভাই ইমুর নাম্বার বের করা যাবে
ham,ভাই দুই মিনিট এর কাজ এত সময় প্যাচাল পরলেন টিপসটা ভাল প্যাচাল  বা উপস্থাপন খুব খারাপ সময় কম নিলে আরও ভাল হত
ham,ভাল
spam,লেওরার মিউজিক দিয়ে রাখে
ham,আপনার কাছে শেষ অনুরুধ আমার wifiচুরি করে সবাই চালাচ্ছে আমি কী করব এখন ভেবে পচ্ছি না
ham,ধন্যবাদ আরিফ ভাই কে এটি কি আমি যখন টাইম নির্ধারণ করব তখনই কাজ করবে না সব সময় কাজ করবে
ham,আপনা‌কে ধন্যবাদ
spam,01115567570﻿
spam,আসসালামুআলাইকুম ভাই আমি আপনার সাথে কথা বলতে চাই দয়া করে আপনাদের নাম্বার টা দিবেন
ham,এখানে আমার একটি কথা যে কেউ যদি মাই একাউন্টে টাস না করে তাহলে তো ছবি উঠবেনা নাকি উঠবে মাই একাউন্টি টাস না করার আশঙ্কা বেশী তবে কি করব
spam,এই  শালা গরু ভাল করে বাংলা কথা বলতে পারিসনা চুরির  শিক্ষা ধিরে মানুষ কে যা শালা আগে বাংলা কথা শিকেনে ভাল করে
spam,গর্দভ
ham,হয় না
ham,ধনোবাদ
ham,ধন্যবাদ সবাইকে বন্ধুরা
ham,ভাই  এমন কোনো  apps আছে যার  দারা  মেয়ে কন্ঠে কথা বলা জায়    প্লিচ  আমাকে জানাবেন  
ham,আপনাকে অনেক ধন্যবাদ ভাই
ham,ফ্রি মিনিট আছে ১৫০ মিনিট কল যায় না তো
spam,কিরে ভাই চালাকি করছিস তোর লিঙ্ক থেকে ডাউনলোড করলে তুই টাকা পাবি সেই জন্য বলছিস কিরে ভাই ভালো বাবসা খুলেছিস
spam,খান্কি মাগির পোলা  ফালতু ভিডিও দেশ কেন
ham,100 মিনিট পাইছি কল জায় না
ham,ভাই একটা ভিডিও দেন কিবাবে ফি মিনিট ইউছকরব পিলিছ
ham,ভাই আমার মোবাইলের নাম samsung galaxy core prime এটাতে কিভাবে lolipop update দিবো
ham,ভাই আমার একাউন্ট ভুলে ডিএক্টিব হয়ে গেছে এখন লগ ইন করতে পারছি না
ham,100 মিনিট পাইছি কল যায় না
ham,আমি instiling করেছি কিন্তু কল জাচ্চেনা কেন জানাবেন 150 মিনিট free আসছে
ham,ভাই কি ভাবে জি মেইল আইডি খুলবো একটু বলে দিলে ভালো হবে
ham,ভাই অপনে বলচেন যেকুনু নাম্বারে কলজাবে আমার ৭৫ মিনিট কলত যায়না কিভাবে কলজাবে কুনু উপায় আছে আপনার কাছে থাকলে জানাবেন plz
ham,কল যায় না তো
spam,তাপুশ ভাইয়া অপনার মোবাইল নাম্বা টা দিবেন একটা বিষই জানান জন্য
ham,আরিফ ভাই নাম পাচওয়াড সব তো দিয়ে ছি কিনতুক লগিন হয় না কেনেন বলেন তো
ham,primo কল যাচ্ছে না দয়া করে জানাবেন
ham,ভাই ১২৫ মিনিট পাইছি কিন্তু কল যাচ্ছেনা কেন অন্য user রা ও একি কথা বলছে তার মানে কি এটা  fake﻿
ham,ফি মিনিট কি বাভে ইউছ করব জানাবেন পিলিছ
ham,ভাই হয়নাতো
ham,খুব ভালো এপ
spam,যারা অনলাইনে প্রতি মাস এ ৫০০০-১৫০০০টাকা ইনকাম করতে চান আমার সাথে যোগাযোগ করেন  01724130149 আমার what's app number﻿
ham,এই 500 কয়েন কিবাভে আমি নিবো
spam,বিনা পুজিতে অনলাইন ইনকামের জন্য প্লুটো এবং চ্যাম্পক্যাশের থেকে ভালো নতুন একটা এপ্স Task Junction
spam,তুমারে পাগলে ফুন্দাইসে
ham,টাকা কি ভাবে উটাবো
ham,একদিনের পর আমার আর সফটওয়ার আসেই নি ভাই কী করব
spam,আমি হাফেজ আমি তোমাদের সাথে মিথ্যা বলছি না এক্টা নতুন সাইট সত্যি পেমেন্ট করে আল্লাহর কসম
spam,আমি আগে ওনেক ভিডিও দেখছি কিন্তু ফেক একাবারেই কাজ করা সহজ মাসে তাও ৫০০০ টাকা ইনকাম করা জাবে
spam,ইনকাম করতে চাইলে 01790438152
ham,আপনি কি টাকা পাইছেন
ham,কম্পানির লাভ কী জাতে আমাদের টাকা দিব
spam,একটা কথা বলতে চাই আমি azearnig দিয়ে অনেক কশ্টে 20.12$ করেছি কিন্তু আমার কাজটা বিফলে গেল কোন টাকা পেলামনা আর বর্তমানে এই app থেকে টাকা আয় করা যায় কি একটু যানাবে ন কি plzzz
spam,আসসালামু আলাইকুম আপনাদের মধ্যে যদি কেউ ১০০%সত্যি ইনকাম করতে চান তাহলে একটু কস্ট করে এই নাম্বারে কল দিন ০১৭৯০৪৩৮১৫২
spam,ভাই যদি টাকা না পান তাহলে আমি টাকা দিব একটা বার কল করে দেখুন না জীবন পালটে যাবে আমি আপনাদের সবার ভালো চাই তাই বলতেছি
ham,দুই মিনিটের কাম দশ মিনিট লাগাও
ham,ভাইয়া আমি কিভাবে Facebook থেকে ভিডিও ডাউনলোড করবো
spam,শালা কথা বলতে পারে না আবার শিখাইতে আইছে শালা বাইনচোদ
ham,সময় কম লাগান
ham,এত সময় নি কথা বলছেন মনে হচ্ছে  আপনার মুখে ভিতর কি জানি একটা আছে
spam,তোর মত মাদারচোদ কে কে আনছে এখানে
spam,শালায় কথাও বলতে পারেনা আবাল
ham,সময় আরো কম লাগালেও পারতেন
ham,আরিফ ভাই এমন কনো কিছু আপনার জানা আছে যে একজন বাংলাদেশ থেকে কথা বলছে আর এক জন বিদেশে কথা বলছে ইমুতে এই ইমুর কথা আমি কনো ছপটারের মাধ্যমে শুনা যাবে
spam,আপনার কাছে কনো লিংক আছে
spam,+971502937076﻿
ham,এইটা কোন কাজের এ না ফাউল ২০ দূর মাত্র কথা বলা যায় এউটা দিয়া কি কোরুম
ham,ভাইয়া এটা কতটা দুরত্বর মধ্যে সম্ভব
ham,আচ্চচ ভাই বুলু ফাই কল কি কর করমু
spam,ফ্রি নেট ভোয়া
ham,dubai থেকে বাংলাদেশে করা জাবে কি
ham,এটার মাধ্যমে কতদুর কথাবলা জাবে
ham,এটা দিয়ে কথা হয় সত্যি তবে দুরত্বে ণয় সামনে থেকে
ham,ভাইয়া গেলারির ছবি লুকিয়ে রাখার জন্য কোন app আছে
ham,আছে তো বলুন না plz﻿
ham,পাইছি কল জাই না
ham,আপনাকে দোয়াকরি
ham,ওয়াইফাই দিয়ে কিভাবে কানেক্ট করে
ham,ঘর থেকে ঘরে কোন পাগলে ফোনে কথা বলবে
ham,খুব সহজে আপনার আ্যপ যাতে download করা যাই সেই সিস্টেম করে দিবেন
ham,সুধু ডাউনলোড চিন্নটা আসেনা
ham,ভাই আমার ফোন হয় না  note 5 ফোন আমার
ham,আমার ভাল লাগল
ham,ভাইজান রুট করলে ফোনের কোন ক্ষতি আছে কি
ham,নাম দেন এপসের
ham,ব্রাদার এ্যাপটির নাম ইংরেজীতে দিলে সুবিধা হতো  ধন্যবাদ
ham,ভাই আমি অনেক শেষ্টা করেছি কাজ করতেছেনা
ham,ধন্যবাদ বস
ham,কত দুর থেকে কথা বলা যাবে
ham,ভাই এমন কোন সফটওয়্যার আছে কি যে ডলারের লাইন থেকে কল রেকর্ড করতে পারে এবং 2   কল কনফার্ম করতে পারে
ham,ভাই জান আমরা সৌদি আরবে থাকি আমাদে এখান থেকে আপনাদের প্রোগাম গিলি হইতেছে না আপনারা কি আমাদের কে সাহায্য করবেন এর জন্য আপনার কাছে কমেন্ট  করলাম ভাল থাগবেন
ham,কথা খুব আস্তে শোনা যায়  তেমন ভাল মনে হলো না
spam,এইমাদারচুদ
ham,নাইছ
